Filename	Comment	Actual	Predicted
repos/dealii/source/fe/mapping_q_eulerian.cc	"and finally compute the positions of the support points in the deformed
configuration."	2	2
PLplot/src/plsym.c/plsym.c	get and store current clip limits	0	2
repos/dealii/source/fe/fe_nedelec_sz.cc	Fill the values:	1	1
PLplot/src/pltime.c/pltime.c	"Default transformation between continuous and broken-down time
(and vice versa) defined here for PLplot.
Note the PLplot default is not necessarily the same as the
libqsastime default."	2	1
repos/libpng-code/pngrutil.c	Release the stream	1	1
repos/libpng-code/contrib/libtests/pngvalid.c	Chromaticities (in fixed point):	2	2
curl/src/tool_getparam.c/tool_getparam.c	h for help	1	1
repos/libpng-code/pngwrite.c	See if user wants us to write information chunks	2	1
repos/server_mariadb/extra/mariabackup/fil_cur.cc	Size of read buffer in pages (640 pages = 10M for 16K sized pages)	2	0
repos/libpng-code/png.c	"NOTE: prior to 1.5.4 this test used to include PNG_BACKGROUND (now
       * PNG_COMPOSE).  This effectively smashed the background calculation for
       * 16-bit output because the 8-bit table assumes the result will be
       * reduced to 8 bits."	2	2
repos/server_mariadb/extra/readline/complete.c	"Function to call to decide whether or not a word break character is
   quoted.  If a character is quoted, it does not break words for the
   completer."	0	0
repos/libpng-code/contrib/libtests/pngvalid.c	1/20000	0	0
repos/libpng-code/pngread.c	"Note that the cached value may be P_FILE too, but if it is then the
       * gamma_to_linear member has been set."	2	2
repos/libpng-code/pngrutil.c	Check to see if chunk name is valid.	2	2
repos/dealii/source/dofs/dof_tools_constraints.cc	end of namespace DoFTools	1	1
repos/dealii/source/fe/fe_q_base.cc	"compute the interpolation matrix by simply taking the value at the
support points.
TODO: Verify that all faces are the same with respect to
these support points. Furthermore, check if something has to
be done for the face orientation flag in 3D."	2	2
repos/libpng-code/png.c	two dots	0	0
repos/dealii/source/fe/fe_values.cc	shape function is zero for the selected components	1	1
curl/lib/imap.c/imap.c	Start off waiting for the server greeting response	2	2
repos/libpng-code/pngwrite.c	"The rest of the memory-specific init and write_main in an error protected
    * environment.  This case needs to use callbacks for the write operations
    * since libpng has no built in support for writing to memory."	2	2
repos/dealii/source/fe/fe_abf.cc	"the element is face-based (not
to be confused with George
W. Bush's Faith Based
Initiative...), and we have
(rt_order+1)^(dim-1) DoFs per face"	2	2
repos/server_mariadb/extra/readline/history.c	This loses because we cannot free the data.	0	1
PLplot/src/plargs.c/plargs.c	mode flag	2	2
repos/libpng-code/contrib/tools/pngfix.c	"Chunks that are treated as, effectively, critical because they affect
       * correct interpretation of the pixel values:"	2	2
curl/tests/libtest/lib537.c/lib537.c	defined(HAVE_GETRLIMIT) && defined(HAVE_SETRLIMIT)	0	0
repos/libpng-code/pngread.c	Process GA data to a color-map with alpha	2	2
repos/server_mariadb/extra/mariabackup/ds_tmpfile.cc	"Do all writes to temporary files first, then pipe them to the specified
datasink in a serialized way in deinit()."	2	0
curl/lib/vauth/krb5_sspi.c/krb5_sspi.c	Allocate our new context handle	0	0
repos/server_mariadb/extra/readline/histfile.c	"Count backwards from the end of buffer until we have passed
     LINES lines.  bp1 is set funny initially.  But since bp[1] can't
     be a comment character (since it's off the end) and *bp can't be
     both a newline and the history comment character, it should be OK."	2	0
repos/libpng-code/pngerror.c	caller will probably crash: no choice here	1	1
repos/server_mariadb/extra/mariabackup/ds_compress.cc	Send data to worker threads for compression	2	2
repos/dealii/source/fe/fe_nedelec_sz.cc	sigma grads are constant in a cell (no need for quad points)	2	2
repos/server_mariadb/extra/readline/terminal.c	!_MINIX	0	0
repos/dealii/source/fe/mapping_fe_field.cc	"Use the get_data function to create an InternalData with data vectors of
the right size and transformation shape values already computed at point
p."	2	2
PLplot/src/plbox.c/plbox.c	Right axis with text written parallel to edge.	2	2
repos/server_mariadb/extra/readline/readline.c	__EMX__	0	0
repos/libpng-code/contrib/libtests/pngvalid.c	Local variable fields	1	1
repos/server_mariadb/extra/readline/isearch.c	"Copyright (C) 1987-2005 Free Software Foundation, Inc.

   This file contains the Readline Library (the Library), a set of
   routines for providing Emacs style line input to programs that ask
   for it.

   The Library is free software; you can redistribute it and/or modify
   it under the terms of the GNU General Public License as published by
   the Free Software Foundation; either version 2, or (at your option)
   any later version.

   The Library is distributed in the hope that it will be useful, but
   WITHOUT ANY WARRANTY; without even the implied warranty of
   MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the GNU
   General Public License for more details.

   The GNU General Public License is often shipped with GNU software, and
   is generally kept in a file called COPYING or LICENSE.  If you do not
   have a copy of the license, write to the Free Software Foundation,
   51 Franklin Street, Fifth Floor, Boston, MA  02110-1335  USA."	2	2
repos/dealii/source/numerics/vector_tools_project_qpmf.cc	---------------------------- explicit instantiations --------------------	1	1
curl/lib/vauth/digest_sspi.c/digest_sspi.c	Acquire our credentials handle	0	0
repos/libpng-code/pngrutil.c	Callback to user unknown chunk handler	1	1
repos/server_mariadb/extra/mariabackup/backup_mysql.cc	"xb_mysql_query(connection, ""BACKUP STAGE FLUSH"", true);
xb_mysql_query(connection, ""BACKUP STAGE BLOCK_DDL"", true);"	0	0
curl/tests/libtest/lib568.c/lib568.c	"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 1998 - 2017, Daniel Stenberg, <daniel@haxx.se>, et al.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 **************************************************************************"	2	2
repos/dealii/source/fe/fe_nothing.cc	source_fe	0	0
repos/libpng-code/pngread.c	The transformed pixel depth should match the depth now in row_info.	1	1
PLplot/src/plgridd.c/plgridd.c	not enough neighbors found ?!	2	2
repos/dealii/source/numerics/error_estimator.cc	"---------------------------------------------------------------------

Copyright (C) 1998 - 2015 by the deal.II authors

This file is part of the deal.II library.

The deal.II library is free software; you can use it, redistribute
it, and/or modify it under the terms of the GNU Lesser General
Public License as published by the Free Software Foundation; either
version 2.1 of the License, or (at your option) any later version.
The full text of the license can be found in the file LICENSE.md at
the top level directory of deal.II.

---------------------------------------------------------------------"	2	2
repos/dealii/source/dofs/dof_accessor_get.cc	"we are on a non-active cell. these do not have any finite
element associated with them in the hp context (in the non-hp
context, we can simply assume that the FE space to which we
want to interpolate is the same as for all elements in the
mesh). consequently, we cannot interpolate from children's FE
space to this cell's (unknown) FE space unless an explicit
fe_index is given"	2	2
repos/dealii/source/fe/fe_nedelec.cc	"we can presently only compute these
identities if both FEs are
FE_Nedelec or if the other one is an
FE_Nothing"	2	2
PLplot/src/plargs.c/plargs.c	No room for more tables	0	0
repos/libpng-code/contrib/libtests/pngvalid.c	"Assume we can multiply by 'size' without overflow because we are
    * just working in a single buffer."	2	2
repos/server_mariadb/extra/readline/tilde.c	"When non-null, this is a NULL terminated array of strings which
   are duplicates for a tilde prefix.  Bash uses this to expand
   `=~' and `:~'."	2	2
curl/lib/socks_gssapi.c/socks_gssapi.c	"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 2009, Markus Moeller, <markus_moeller@compuserve.com>
 * Copyright (C) 2012 - 2018, Daniel Stenberg, <daniel@haxx.se>, et al.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 **************************************************************************"	2	2
repos/libpng-code/png.c	"Incorporate the low 12 bits - these decrease the returned value by
       * multiplying by a number less than 1 if the bit is set.  The multiplier
       * is determined by the above table and the shift. Notice that the values
       * converge on 45426 and this is used to allow linear interpolation of the
       * low bits."	2	2
curl/lib/curl_sasl.c/curl_sasl.c	"Decode the user token challenge and create the optional response
         message"	1	1
curl/src/tool_operhlp.c/tool_operhlp.c	non-HTTP upload, probably no output should be expected	2	2
repos/libpng-code/pngget.c	FIXED_POINT	0	0
repos/libpng-code/contrib/tools/pngcp.c	CHECK_FOR_INVALID_INDEX	0	0
repos/libpng-code/pngrtran.c	READ	1	1
repos/dealii/source/numerics/matrix_tools_once.cc	"if no boundary values are to be applied, then
jump straight to the compress() calls that we still have
to perform because they are collective operations"	2	2
repos/libpng-code/png.c	Safe, because the result can't have more than 20 bits:	1	1
curl/tests/server/rtspd.c/rtspd.c	buffer area for the incoming request	0	0
repos/server_mariadb/extra/mariabackup/backup_mysql.cc	"xb_mysql_query(connection, ""BACKUP STAGE FLUSH"", true);
xb_mysql_query(connection, ""BACKUP STAGE BLOCK_DDL"", true);"	0	0
curl/tests/server/sws.c/sws.c	"Still no test case number. Try to get the the number off the last dot
         instead, IE we consider the TLD to be the test number. Test 123 can
         then be written as ""example.com.123""."	2	2
curl/lib/vauth/ntlm_sspi.c/ntlm_sspi.c	"Setup the type-3 ""output"" security buffer"	2	2
repos/libpng-code/pngtrans.c	num_palette can be 0 in MNG files	0	0
repos/libpng-code/pngerror.c	BENIGN_ERRORS	0	0
repos/libpng-code/pngread.c	else leave as 1 for the checks below	2	2
repos/server_mariadb/extra/readline/input.c	"If a character is available to be read, then read it and stuff it into
   IBUFFER.  Otherwise, just return.  Returns number of characters read
   (0 if none available) and -1 on error (EIO)."	2	2
PLplot/src/plbox.c/plbox.c	Draw the line	2	1
repos/dealii/source/fe/fe_q_base.cc	face_orientation=false, face_flip=false, face_rotation=false	0	0
PLplot/src/plsym.c/plsym.c	"4. compute reference point
It appears that drivers that cannot handle text justification
use this as the starting point of the string.
Calculations must be done in millimeters for this part
so we convert to mm, do the calculation and convert back.
The calculation is also dependent of the orientation
(perpendicular or parallel) of the text."	1	2
repos/server_mariadb/extra/readline/signals.c	XXX -- assume we have memcpy	1	2
curl/lib/formdata.c/formdata.c	make the previous point to this	2	2
repos/server_mariadb/extra/readline/histfile.c	HAVE_STDLIB_H	0	0
curl/lib/http2.c/http2.c	should never be a zero stream ID here	0	0
curl/lib/x509asn1.c/x509asn1.c	Get optional version, get serialNumber.	1	1
repos/libpng-code/png.c	GCC_STRICT_OVERFLOW	1	1
repos/dealii/source/fe/fe.cc	"see the function's documentation for an explanation of this
assertion -- in essence, derived classes have to implement
an overloaded version of this function if we are to use any
other than standard orientation"	2	2
curl/lib/vauth/krb5_sspi.c/krb5_sspi.c	Free our credentials handle	1	0
curl/tests/libtest/lib1156.c/lib1156.c	Server returns http code 416.	2	2
repos/dealii/source/fe/mapping_fe_field.cc	calculate hessians of the Jacobians pushed forward to real cell coordinates	1	1
curl/lib/socks_gssapi.c/socks_gssapi.c	prepare service name	1	1
repos/dealii/source/dofs/dof_handler_policy.cc	"then loop through the identities we
have. first get the global numbers of the
dofs we want to identify and make sure they
are not yet constrained to anything else,
except for to each other. use the rule that
we will always constrain the dof with the
higher fe index to the one with the lower,
to avoid circular reasoning."	2	2
repos/dealii/source/fe/fe_q_base.cc	"the FE_Nothing has no degrees of freedom, so there are no
equivalencies to be recorded"	1	1
repos/libpng-code/contrib/tools/pngcp.c	Used to write a new image (the original info_ptr is used)	2	2
repos/server_mariadb/extra/mariabackup/encryption_plugin.cc	Remove shared library suffixes, in case we'll prepare on different OS.	2	2
repos/libpng-code/contrib/tools/pngcp.c	The handling for error levels is to set the level.	2	2
repos/server_mariadb/extra/readline/undo.c	"Non-zero tells rl_delete_text and rl_insert_text to not add to
   the undo list."	2	2
repos/dealii/source/numerics/data_out_stack.cc	search cell data	1	1
curl/lib/curl_memrchr.c/curl_memrchr.c	HAVE_MEMRCHR	0	0
curl/lib/rtsp.c/rtsp.c	GET_PARAMETER's no_body status is determined later	0	0
curl/tests/server/tftpd.c/tftpd.c	if we reached a zero, get out	0	0
repos/dealii/source/numerics/error_estimator_1d.cc	"reserve some space for coefficient values at one point.  if there is no
coefficient, then we fill it by unity once and for all and don't set it
any more"	2	2
curl/lib/vauth/spnego_sspi.c/spnego_sspi.c	"We finished successfully our part of authentication, but server
     * rejected it (since we're again here). Exit with an error since we
     * can't invent anything better"	2	2
repos/dealii/bundled/muparser_v2_2_4/src/muParserBase.cpp	---------------------------------------------------------------------------	0	0
PLplot/src/plshade.c/plshade.c	"x[i], y[i] known to be in defined region so add this
point to xx, yy."	1	1
repos/server_mariadb/extra/readline/readline.c	Top level environment for readline_internal ().	2	2
repos/libpng-code/contrib/libtests/pngvalid.c	"Handle input alpha - png_set_background will cause the output
             * alpha to disappear so there is nothing to check."	2	2
repos/dealii/source/dofs/dof_tools.cc	"if the Triangulation is distributed, the only thing we can usefully
ask is for its locally owned subdomain"	2	2
repos/dealii/source/dofs/dof_handler_policy.cc	"loop over the indices of all the finite
elements that are not dominating, and
identify their dofs to the most dominating
one"	2	2
repos/server_mariadb/extra/readline/complete.c	The list of matches.	0	0
repos/libpng-code/png.c	This function, added to libpng-1.0.6g, is untested.	1	1
PLplot/src/plot3d.c/plot3d.c	helper for plsurf3d, similar to c_plfill3()	0	0
PLplot/src/plfill.c/plfill.c	OK, now do the hatching	2	1
repos/server_mariadb/extra/mariabackup/changed_page_bitmap.cc	"*
Provide a comparisson function for the RB-tree tree (space,
block_start_page) pairs.  Actual implementation does not matter as
long as the ordering is full.
@return -1 if p1 < p2, 0 if p1 == p2, 1 if p1 > p2"	2	2
curl/src/tool_getparam.c/tool_getparam.c	interface	0	0
repos/dealii/source/dofs/dof_tools_constraints.cc	note: can get fewer DoFs when we have artificial cells	1	1
repos/dealii/source/fe/fe_nedelec_sz.cc	"We only need poly values and 1st derivative for
update_values, but need the 2nd derivative too for
update_gradients.

Note that this will need to be updated if we're supporting
update_hessians."	2	2
curl/lib/curl_sasl.c/curl_sasl.c	Not yet running	2	2
curl/lib/vauth/krb5_sspi.c/krb5_sspi.c	Base64 encode the response	1	0
curl/tests/server/tftpd.c/tftpd.c	write-behind	0	0
curl/tests/libtest/lib1541.c/lib1541.c	unused	0	0
repos/libpng-code/contrib/libtests/pngvalid.c	And save it.	0	0
repos/libpng-code/contrib/libtests/pngvalid.c	"We don't expect changes to the index here even if the bit depth is
          * changed."	2	2
repos/libpng-code/png.c	Guarantees at least one table!	0	0
repos/libpng-code/contrib/libtests/pngvalid.c	data always bigendian	1	1
repos/libpng-code/pngset.c	sPLT	0	0
curl/tests/libtest/lib1511.c/lib1511.c	TIMEVALUE in the future	0	0
repos/server_mariadb/extra/readline/histexpand.c	histexpand.c -- history expansion.	0	1
repos/libpng-code/pngwutil.c	Start of interlace block	1	1
curl/tests/libtest/lib582.c/lib582.c	* Allocate array storage when required.	2	2
repos/libpng-code/pngread.c	"png_create_colormap_entry just takes an RGBA and writes the
             * corresponding color-map entry using the format from 'image',
             * including the required conversion to sRGB or linear as
             * appropriate.  The input values are always either sRGB (if the
             * gamma correction flag is 0) or 0..255 scaled file encoded values
             * (if the function must gamma correct them)."	2	2
curl/lib/rtsp.c/rtsp.c	userpwd	0	0
repos/libpng-code/png.c	I.e. break 2	1	1
repos/dealii/source/dofs/dof_handler_policy.cc	"Step 1: distribute dofs on all cells, but definitely
exclude artificial cells"	2	2
repos/server_mariadb/extra/mariabackup/datasink.cc	"***********************************************************************
Destroy a datasink handle"	2	0
PLplot/src/plargs.c/plargs.c	"--------------------------------------------------------------------------
opt_bg()

! Performs appropriate action for option ""bg"":
! Sets background color (rgb represented in hex on command line) and alpha
! (represented as floating point on the command line with underscore
! delimiter), e.g.,
! -bg ff0000 (set background to red with an alpha value of MAX_PLFLT_ALPHA ==> opaque)
! -bg ff0000_0.1 (set background to red with an alpha value of 0.1)
!
! @param PL_UNUSED( opt ) Not used.
! @param opt_arg Background RGB color in hex (in 3-digit of 6-digit format)
! followed by optional combination of ""_"" + floating-point alpha value.
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------"	1	1
repos/dealii/source/fe/fe_enriched.cc	when entry is found	0	0
curl/lib/imap.c/imap.c	Check if the UIDVALIDITY has been specified and matches	2	2
curl/tests/libtest/lib1537.c/lib1537.c	deprecated API	0	0
repos/libpng-code/contrib/tools/pngcp.c	"Are these options better than the best found so far?  Normally the
    * options are tested in preference order, best first, however when doing a
    * search operation on a range the range values are tested out of order.  In
    * that case preferable options will get tested later.
    *
    * This function looks through the stack from the bottom up looking for an
    * option that does not match the current best value.  When it finds one it
    * checks to see if it is more or less desirable and returns true or false
    * as appropriate.
    *
    * Notice that this means that the order options are pushed onto the stack
    * conveys a priority; lower/earlier options are more important than later
    * ones."	2	2
repos/libpng-code/pngread.c	output encoding is P_sRGB	1	1
repos/server_mariadb/extra/mariabackup/changed_page_bitmap.cc	"1 if last block in the current
					write, 0 otherwise."	2	2
PLplot/src/plot3d.c/plot3d.c	If enabled, draw the contour at the base.	2	2
curl/lib/vauth/ntlm_sspi.c/ntlm_sspi.c	Base64 encode the response	1	0
PLplot/src/plline.c/plline.c	both out so quit	2	2
repos/libpng-code/contrib/tools/pngcp.c	"Select the low range; testing this first favours the low
                   * range over the high range when everything comes out equal.
                   * Because of the probing 'val' may be lo+1.  In that case end
                   * the search and set 'val' to lo+2."	2	2
curl/lib/http2.c/http2.c	don't use this anymore	0	0
PLplot/src/plcont.c/plcont.c	everything in bounds	1	1
curl/lib/vauth/krb5_sspi.c/krb5_sspi.c	Allocate the encryption (wrap) buffer	2	2
repos/libpng-code/pngtrans.c	bad bit depth	1	1
curl/tests/libtest/lib1512.c/lib1512.c	include headers	1	1
curl/lib/http2.c/http2.c	this stream is closed, trigger a another read ASAP to detect that	2	2
repos/libpng-code/contrib/tools/pngfix.c	write error (this terminates the read)	2	2
repos/dealii/source/fe/fe_enriched.cc	the first one is non-enriched FE	1	1
repos/dealii/source/fe/fe_abf.cc	"TODO: Check what the face_orientation, face_flip and face_rotation
have to be in 3D"	1	1
repos/dealii/source/fe/fe_q.cc	"the FE_Nothing has no degrees of freedom and it is typically used
in a context where we don't require any continuity along the
interface"	2	2
repos/libpng-code/pngwutil.c	Arrays to facilitate easy interlacing - use pass (0 - 6) as index	1	1
repos/dealii/source/fe/fe_q_base.cc	"restricted to each face, the traces of the shape functions is an
element of P_{k} (in 2d), or Q_{k} (in 3d), where k is the degree of
the element.  from this, we interpolate between mother and cell face."	2	2
repos/libpng-code/contrib/libtests/pngvalid.c	the default before 1.5.4	1	1
repos/libpng-code/pngtest.c	duplicate vpAg	0	0
curl/lib/http2.c/http2.c	"This is push is not for the same authority that was asked for in
         * the URL. RFC 7540 section 8.2 says: ""A client MUST treat a
         * PUSH_PROMISE for which the server is not authoritative as a stream
         * error of type PROTOCOL_ERROR."""	2	2
repos/server_mariadb/extra/readline/histsearch.c	Do substring search.	2	2
repos/server_mariadb/extra/mariabackup/changed_page_bitmap.cc	Merge the bitmap pages	2	1
repos/dealii/source/fe/mapping_fe_field.cc	f'(x)	0	0
curl/tests/libtest/lib643.c/lib643.c	we return 1 byte at a time!	2	2
curl/tests/libtest/lib1514.c/lib1514.c	"* Make sure libcurl does not send a `Content-Length: -1` header when HTTP POST
 * size is unknown."	2	2
repos/libpng-code/pngwutil.c	else no change	2	2
PLplot/src/plot3d.c/plot3d.c	"Actually must honour some convention to calculate the negative
of the shear angle instead of the shear angle. Why??"	2	2
curl/lib/gopher.c/gopher.c	The last #include file should be:	0	2
repos/dealii/source/fe/fe_nothing.cc	Compare fields stored in the base class	2	2
repos/libpng-code/contrib/libtests/pngvalid.c	As above, ignore add and just make a new chunk	2	2
PLplot/src/plimage.c/plimage.c	Color palette 0 color in use before the plimage* call	2	2
repos/server_mariadb/extra/readline/complete.c	"If there are more matches, ring the bell to indicate.
	 If we are in vi mode, Posix.2 says to not ring the bell.
	 If the `show-all-if-ambiguous' variable is set, display
	 all the matches immediately.  Otherwise, if this was the
	 only match, and we are hacking files, check the file to
	 see if it was a directory.  If so, and the `mark-directories'
	 variable is set, add a '/' to the name.  If not, and we
	 are at the end of the line, then add a space."	2	2
repos/libpng-code/contrib/libtests/pngvalid.c	Absolute sample error 0..1	1	1
PLplot/src/plargs.c/plargs.c	"Restore pointers to condition before the above loop
Although array length and content stored in those pointers
is likely changed."	0	0
repos/libpng-code/pngrutil.c	prefer cHRM values	0	0
repos/server_mariadb/extra/readline/histexpand.c	"If set to a non-zero value, single quotes inhibit history expansion.
   The default is 0."	2	2
curl/lib/vauth/digest_sspi.c/digest_sspi.c	Store the challenge for use later	2	1
curl/lib/imap.c/imap.c	Find the length of the value parameter	2	2
PLplot/src/plot3d.c/plot3d.c	Free the 2D input arrays to cont_store since not needed any more.	0	0
repos/libpng-code/contrib/libtests/pngvalid.c	IDAT crc	1	1
repos/dealii/bundled/muparser_v2_2_4/src/muParserError.cpp	* \brief Assignement operator is deactivated.	1	1
PLplot/src/plgradient.c/plgradient.c	"xrot_min and xrot_max are the minimum and maximum rotated x
coordinate of polygon vertices. Use the vertex corresponding
to the minimum  as the (xgrad[0], ygrad[0]) base of the
gradient vector, and calculate the (xgrad[1], ygrad[1]) tip of
the gradient vector from the range in rotated x coordinate and
the angle of the gradient."	1	2
repos/libpng-code/png.c	Free any PLTE entry that was internally allocated	0	0
PLplot/src/plbox.c/plbox.c	"We have to wait until after the plot is drawn to draw back
grid so store this stuff."	1	2
repos/dealii/source/numerics/point_value_history.cc	write inputs to a file	1	1
curl/tests/server/util.c/util.c	"** GetTickCount() is available on _all_ Windows versions from W95 up
  ** to nowadays. Returns milliseconds elapsed since last system boot,
  ** increases monotonically and wraps once 49.7 days have elapsed.
  **
  ** GetTickCount64() is available on Windows version from Windows Vista
  ** and Windows Server 2008 up to nowadays. The resolution of the
  ** function is limited to the resolution of the system timer, which
  ** is typically in the range of 10 milliseconds to 16 milliseconds."	2	2
repos/libpng-code/contrib/visupng/VisualPng.c	defines	1	1
repos/dealii/source/fe/fe_q_base.cc	"Correct the interpolated value. I.e. if it is close to 1 or
0, make it exactly 1 or 0. Unfortunately, this is required to
avoid problems with higher order elements."	2	2
repos/libpng-code/contrib/tools/pngfix.c	"This wraps file_init(&control::file) and simply returns the result from
    * file_init."	2	2
repos/libpng-code/pngtest.c	chunk unsupported by libpng in input	1	1
repos/libpng-code/contrib/libtests/pngvalid.c	grayscale	2	2
repos/libpng-code/pngrtran.c	size_t rowbytes;         number of bytes in row	2	0
curl/lib/imap.c/imap.c	Was there an error parsing the response line?	2	2
repos/libpng-code/pngwrite.c	Write international chunk	1	1
repos/libpng-code/contrib/libtests/pngvalid.c	Set if encoded to screen gamma	2	2
PLplot/src/plline.c/plline.c	interate over the vertices	2	2
repos/dealii/source/dofs/dof_tools_constraints.cc	copy and invert the master component, copy the slave component	1	1
repos/server_mariadb/extra/readline/bind.c	"If this is a new-style key-binding, then do the binding with
     rl_bind_keyseq ().  Otherwise, let the older code deal with it."	2	2
curl/lib/curl_sasl.c/curl_sasl.c	Create the type-1 message	0	0
repos/libpng-code/contrib/tools/pngcp.c	Log, and reset, the search so far:	2	2
repos/dealii/source/numerics/error_estimator_1d.cc	"extract the gradient in normal direction of all the
components."	2	2
repos/libpng-code/pngread.c	"output_processing means that the libpng-processed row will be
                * 8-bit GA and it has to be processing to single byte color-map
                * values.  Entry 254 is replaced by either a completely
                * transparent entry or by the background color at full
                * precision (and the background color is not a simple gray
                * level in this case.)"	2	2
repos/dealii/source/fe/fe_system.cc	---------------------------------- FESystem -------------------	0	0
repos/dealii/source/dofs/dof_handler_policy.cc	"*
         * Distribute degrees of freedom on all cells, or on cells with the
         * correct subdomain_id if the corresponding argument is not equal to
         * numbers::invalid_subdomain_id. Return the total number of dofs
         * distributed."	2	2
repos/libpng-code/pngrio.c	It is an error to write to a read device	2	2
PLplot/src/plfill.c/plfill.c	"Classify polygon 1 by looking for first vertex in polygon 1
that is definitely inside or outside polygon 2."	2	2
repos/libpng-code/contrib/tools/pngcp.c	Used for handling options	1	1
curl/src/tool_getparam.c/tool_getparam.c	--preproxy	0	0
curl/tests/libtest/lib582.c/lib582.c	specify target	2	2
repos/dealii/source/fe/mapping_c1.cc	explicit instantiations	1	1
repos/server_mariadb/extra/mariabackup/backup_copy.cc	skip innodb data files	2	0
curl/lib/vauth/ntlm_sspi.c/ntlm_sspi.c	"* Curl_auth_is_ntlm_supported()
 *
 * This is used to evaluate if NTLM is supported.
 *
 * Parameters: None
 *
 * Returns TRUE if NTLM is supported by Windows SSPI."	2	2
PLplot/src/plfill.c/plfill.c	"No wrap checks on kk index below because
it must always be in valid range (since
polygon 1 traversed only once)."	2	2
PLplot/src/plbox.c/plbox.c	Label the line	2	2
repos/server_mariadb/extra/readline/bind.c	"Now add special prefixes needed for control characters.  This can
     potentially change C."	2	2
repos/dealii/source/dofs/dof_tools.cc	not primitive	0	0
repos/server_mariadb/extra/readline/bind.c	_rl_isearch_terminators can be NULL	2	1
repos/dealii/source/fe/fe_nedelec_sz.cc	Shape functions:	0	0
curl/lib/formdata.c/formdata.c	"**************************************************************************
 *                                  _   _ ____  _
 *  Project                     ___| | | |  _ \| |
 *                             / __| | | | |_) | |
 *                            | (__| |_| |  _ <| |___
 *                             \___|\___/|_| \_\_____|
 *
 * Copyright (C) 1998 - 2019, Daniel Stenberg, <daniel@haxx.se>, et al.
 *
 * This software is licensed as described in the file COPYING, which
 * you should have received as part of this distribution. The terms
 * are also available at https://curl.haxx.se/docs/copyright.html.
 *
 * You may opt to use, copy, modify, merge, publish, distribute and/or sell
 * copies of the Software, and permit persons to whom the Software is
 * furnished to do so, under the terms of the COPYING file.
 *
 * This software is distributed on an ""AS IS"" basis, WITHOUT WARRANTY OF ANY
 * KIND, either express or implied.
 *
 **************************************************************************"	2	2
repos/libpng-code/contrib/libtests/pngimage.c	"libpng should catch this; if not there is a security issue
                * because an app (like this one) may overflow an array. In fact
                * libpng doesn't catch this at present."	2	2
PLplot/src/plshade.c/plshade.c	row is ok	1	2
repos/server_mariadb/extra/readline/readline.c	Decide whether we should automatically go into eight-bit mode.	0	2
repos/server_mariadb/extra/mariabackup/write_filt.cc	"***********************************************************************
Incremental page write filter."	1	1
PLplot/src/plgridd.c/plgridd.c	only accept weights greater than wtmin	2	2
curl/lib/vauth/digest.c/digest.c	"If the algorithm is ""MD5"" or unspecified (which then defaults to MD5):

      A1 = unq(username-value) "":"" unq(realm-value) "":"" passwd

    If the algorithm is ""MD5-sess"" then:

      A1 = H(unq(username-value) "":"" unq(realm-value) "":"" passwd) "":""
           unq(nonce-value) "":"" unq(cnonce-value)"	2	2
repos/dealii/source/fe/fe_nothing.cc	p	0	0
repos/dealii/source/dofs/dof_handler_policy.cc	finally restore the user flags	1	1
curl/tests/libtest/lib1512.c/lib1512.c	"* Use global DNS cache (while deprecated it should still work), populate it
 * with CURLOPT_RESOLVE in the first request and then make sure a subsequent
 * easy transfer finds and uses the populated stuff."	2	0
repos/dealii/source/fe/fe_q_hierarchical.cc	"we deal with hierarchical 1d polynomials where dofs are enumerated
increasingly. Thus we return a vector of pairs for the first N-1, where
N is minimum number of dofs_per_line for each FE_Q_Hierarchical."	2	2
repos/dealii/source/fe/fe_values.cc	"if this FEValues has never been set to any cell at all, then
at least subscribe to the triangulation to get notified of
changes"	2	2
