"libpng/contrib/libtests/pngimage.c/pngimage.c","pngimage.c
 *
 * Copyright (c) 2021 Cosmin Truta
 * Copyright (c) 2015,2016 John Cunningham Bowler
 *
 * This code is released under the libpng license.
 * For conditions of distribution and use, see the disclaimer
 * and license in png.h
 *
 * Test the png_read_png and png_write_png interfaces.  Given a PNG file load it
 * using png_read_png and then write with png_write_png.  Test all possible
 * transforms.",29.45,2.4499999999999997,0.05,7.409999999999999,5.09,0.05,43.24999999999999,0.05,0.41,0.05,0.05,20.05,0.999999917201249,0.9999999999986171,0.9999999993185872,0.9051482536448664,0.0,0.9051482536448664,0.9640275800758169,1,0.5
"libpng/contrib/libtests/pngimage.c/pngimage.c","Define the following to use this test against your installed libpng, rather
 * than the one being built here:",6.35,0.05,0.05,0.8500000000000001,1.85,0.05,0.05,0.05,0.41,10.05,0.05,0.05,0.0,0.9640275800758169,0.0,0.0,0.46211715726000974,0.0,0.0,2,0.0
"libpng/contrib/libtests/pngimage.c/pngimage.c","because png.h did *not* include this",2.1499999999999995,0.05,0.05,0.7700000000000001,0.23000000000000004,1.25,0.05,0.05,0.41,0.05,0.05,0.05,0.9999877116507956,0.9999954793514042,0.9999092042625951,0.0,0.0,0.0,0.0,2,0.5
"libpng/contrib/libtests/pngimage.c/pngimage.c","1.6.1 added support for the configure test harness, which uses 77 to indicate
 * a skipped test, in earlier versions we need to succeed on a skipped test, so:",14.05,1.25,0.05,0.8500000000000001,1.85,0.05,0.05,0.05,0.41,5.05,0.05,0.05,0.999329299739067,0.9999983369439447,0.999329299739067,0.0,0.46211715726000974,0.46211715726000974,0.0,2,0.0
"libpng/contrib/libtests/pngimage.c/pngimage.c","READ_PNG and WRITE_PNG were not defined, so:",2.1499999999999995,0.05,0.05,0.7700000000000001,0.23000000000000004,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.9866142981514303,0.9981778976111987,0.9866142981514303,0.0,0.0,0.0,0.7615941559557649,2,0.0
"libpng/contrib/libtests/pngimage.c/pngimage.c","SEQUENTIAL_READ",0.75,0.05,0.05,0.7700000000000001,0.23000000000000004,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.9950547536867305,0.9950547536867305,0.999329299739067,0.0,0.0,0.0,0.0,2,0.0
"libpng/contrib/libtests/pngimage.c/pngimage.c","WRITE",0.75,0.05,0.05,0.7700000000000001,0.23000000000000004,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.46211715726000974,0.46211715726000974,0.46211715726000974,0.0,0.0,0.0,0.0,2,0.0
"libpng/contrib/libtests/pngimage.c/pngimage.c","INFO_IMAGE",0.75,0.05,0.05,0.7700000000000001,0.23000000000000004,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
"libpng/contrib/libtests/pngimage.c/pngimage.c","pre 1.7.0",2.8499999999999996,0.05,0.05,0.7700000000000001,0.23000000000000004,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.46211715726000974,0.0,2,0.0
"libpng/contrib/libtests/pngimage.c/pngimage.c","If a transform is valid on both read and write this implies that if the
 * transform is applied to read it must also be applied on write to produce
 * meaningful data.  This is because these transforms when performed on read
 * produce data with a memory format that does not correspond to a PNG format.
 *
 * Most of these transforms are invertible; after applying the transform on
 * write the result is the original PNG data that would have would have been
 * read if no transform were applied.
 *
 * The exception is _SHIFT, which destroys the low order bits marked as not
 * significant in a PNG with the sBIT chunk.
 *
 * The following table lists, for each transform, the conditions under which it
 * is expected to do anything.  Conditions are defined as follows:
 *
 * 1) Color mask bits required - simply a mask to AND with color_type; one of
 *    these must be present for the transform to fire, except that 0 means
 *    'always'.
 * 2) Color mask bits which must be absent - another mask - none of these must
 *    be present.
 * 3) Bit depths - a mask of component bit depths for the transform to fire.
 * 4) 'read' - the transform works in png_read_png.
 * 5) 'write' - the transform works in png_write_png.
 * 6) PNG_INFO_chunk; a mask of the chunks that must be present for the
 *    transform to fire.  All must be present - the requirement is that
 *    png_get_valid() & mask == mask, so if mask is 0 there is no requirement.
 *
 * The condition refers to the original image state - if multiple transforms are
 * used together it is possible to cause a transform that wouldn't fire on the
 * original image to fire.",111.35,33.65,0.05,17.25,17.150000000000002,2.4499999999999997,2.4499999999999997,0.05,0.41,0.05,0.05,0.05,0.999999917201249,1.0,0.9999999999995834,0.9051482536448664,0.0,0.0,0.9950547536867305,2,0.0
