repos/libpng-code/contrib/libtests/pngimage.c	"Define the following to use this test against your installed libpng, rather
 * than the one being built here:"	26	28	19	{'define': ['decide', 'Operations as part of Algorithms']}	['libpng']	False	False	True	False	False	False	False	False	False	nan	nan	nan	nan	nan	nan	nan	1.0	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	U	19	[1, 1, 1]
repos/libpng-code/contrib/libtests/pngimage.c	because png.h did *not* include this	36	36	6	{'include': ['includ', 'Operations as part of Algorithms']}	[]	False	False	False	False	False	False	False	False	False	nan	nan	nan	nan	nan	nan	1.0	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	P	nan	[1, 0, 0]
repos/libpng-code/contrib/libtests/pngimage.c	"1.6.1 added support for the configure test harness, which uses 77 to indicate
 * a skipped test, in earlier versions we need to succeed on a skipped test, so:"	39	41	29	{'added': ['ad', 'Operations as part of Data structure'], 'for': ['for', 'Operations as part of Algorithms'], 'skipped': ['stepped', 'Operations as part of Data structure']}	[]	False	False	False	True	False	False	False	False	False	nan	nan	nan	nan	nan	nan	1.0	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	U	1,22	[1, 0, 1]
repos/libpng-code/contrib/libtests/pngimage.c	READ_PNG and WRITE_PNG were not defined, so:	49	49	7	{}	[]	False	False	False	False	False	False	False	False	False	nan	nan	nan	nan	nan	1.0	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	N	12	[0, 0, 0]
repos/libpng-code/contrib/libtests/pngimage.c	SEQUENTIAL_READ	53	53	1	{}	[]	False	False	False	False	False	False	False	False	False	nan	nan	nan	nan	nan	1.0	1.0	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	N	12	[0, 0, 0]
repos/libpng-code/contrib/libtests/pngimage.c	WRITE	56	56	1	{'write': ['write', 'Operations as part of Data structure']}	[]	False	False	False	False	False	False	False	False	False	nan	nan	nan	nan	nan	nan	1.0	1.0	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	P	nan	[1, 0, 0]
repos/libpng-code/contrib/libtests/pngimage.c	INFO_IMAGE	57	57	1	{}	['image']	False	False	False	False	False	False	False	False	False	nan	nan	nan	nan	nan	1.0	nan	nan	nan	1.0	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	P	nan	[0, 1, 0]
repos/libpng-code/contrib/libtests/pngimage.c	pre 1.7.0	58	58	2	{}	[]	False	False	False	False	False	False	False	False	False	nan	nan	nan	nan	nan	1.0	1.0	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	N	12	[0, 0, 0]
repos/libpng-code/contrib/libtests/pngimage.c	"If a transform is valid on both read and write this implies that if the
 * transform is applied to read it must also be applied on write to produce
 * meaningful data.  This is because these transforms when performed on read
 * produce data with a memory format that does not correspond to a PNG format.
 *
 * Most of these transforms are invertible; after applying the transform on
 * write the result is the original PNG data that would have would have been
 * read if no transform were applied.
 *
 * The exception is _SHIFT, which destroys the low order bits marked as not
 * significant in a PNG with the sBIT chunk.
 *
 * The following table lists, for each transform, the conditions under which it
 * is expected to do anything.  Conditions are defined as follows:
 *
 * 1) Color mask bits required - simply a mask to AND with color_type; one of
 *    these must be present for the transform to fire, except that 0 means
 *    'always'.
 * 2) Color mask bits which must be absent - another mask - none of these must
 *    be present.
 * 3) Bit depths - a mask of component bit depths for the transform to fire.
 * 4) 'read' - the transform works in png_read_png.
 * 5) 'write' - the transform works in png_write_png.
 * 6) PNG_INFO_chunk; a mask of the chunks that must be present for the
 *    transform to fire.  All must be present - the requirement is that
 *    png_get_valid() & mask == mask, so if mask is 0 there is no requirement.
 *
 * The condition refers to the original image state - if multiple transforms are
 * used together it is possible to cause a transform that wouldn't fire on the
 * original image to fire."	61	91	305	"{'if': ['if', 'Operations as part of Algorithms'], 'valid': ['valid', 'Operations as part of Algorithms'], 'read': ['read', 'Operations as part of Data structure'], 'write': ['write', 'Operations as part of Data structure'], 'data': ['data', 'Data-Structure and its Components'], 'memory': ['memori', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'invertible': ['invert', 'Properties of Datastructure / Function / Blocks'], 'result': ['reset', 'Operations as part of Algorithms'], 'destroys': ['destroy', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'order': ['order', 'Properties of Datastructure / Function / Blocks'], 'bits': ['bit', 'Data-Structure and its Components'], 'lists': ['list', 'Data-Structure and its Components'], 'for': ['for', 'Operations as part of Algorithms'], 'each': ['each', 'Data-Structure and its Components'], 'do': ['do', 'Operations as part of Algorithms'], 'means': ['mean', 'Operations as part of Data structure'], 'bit': ['bit', 'Data-Structure and its Components'], 'refers': ['resets', 'Operations as part of Algorithms'], 'multiple': ['multipli', 'Operations as part of Data structure'], 'produce': ['reduce', 'Operations as part of Algorithms'], 'invertible;': ['invertible', 'Properties of Datastructure / Function / Blocks'], 'original': ['ordinal', 'Data-Structure and its Components'], 'marked': ['make', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'lists,': ['list', 'Data-Structure and its Components'], 'defined': ['decided', 'Operations as part of Algorithms'], 'required': ['enquired', 'Operations as part of Algorithms'], 'simply': ['simul', 'Time Complexity / Space Complexity/ Memory/ Exception'], 'present': ['reset', 'Operations as part of Algorithms'], ""'read'"": ['read', 'Operations as part of Data structure'], ""'write'"": ['write', 'Operations as part of Data structure'], 'chunks': ['checks', 'Operations as part of Algorithms'], 'read *': ['read', 'Operations as part of Data structure'], 'a memory': ['memory', 'Time Complexity / Space Complexity/ Memory/ Exception'], '* write': ['write', 'Operations as part of Data structure'], '* read': ['read', 'Operations as part of Data structure'], '0 means': ['k mean', 'Statistical/Optimisation']}"	['image', 'red', 'color']	False	False	False	False	False	False	False	False	False	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	U	1	[1, 1, 0]
repos/libpng-code/contrib/libtests/pngimage.c	absent = gray, no alpha	106	106	5	{}	['gray', 'alpha']	False	False	False	False	False	False	False	False	False	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	U	1	[0, 1, 0]
